Price,Size,Address,Price Per Square Meter,Price Per Square Meter Integer,Latitude,Longitude
€ 1.030.000,123 m²,"Trilocale via Vittoria Colonna 47, De Angeli, Milano",€8374 / m^2,8374,45.4676075,9.1493904
€ 530.000,98 m²,"Trilocale viale Daniele Ranzoni 17, San Siro, Milano",€5408 / m^2,5408,45.4669594,9.1462037
€ 1.100.000,136 m²,"Quadrilocale via Alfonso La Marmora 6, Quadronno - Crocetta, Milano",€8088 / m^2,8088,45.4561463,9.1973993
€ 399.000,52 m²,"Bilocale via Donato Bramante 35, Paolo Sarpi, Milano",€7673 / m^2,7673,45.4811695,9.1748977
€ 525.000,90 m²,"Trilocale via Luigi Galvani 15, Melchiorre Gioia, Milano",€5833 / m^2,5833,45.4867164,9.1983324
da € 366.000,da 55 m²,Appartamenti e Attici di nuova costruzione a Milano,€6655 / m^2,6655,45.4627338,9.1777323
€ 338.000,73 m²,"Trilocale piazzale Martesana 4, Gorla, Milano",€4630 / m^2,4630,45.5084403,9.224109
da € 855.000,da 112 m²,Appartamenti di nuova costruzione a Milano,€7634 / m^2,7634,41.9455546,10.0964158
€ 450.000,127 m²,"Trilocale via Cino da Pistoia 9, Ca' Granda, Milano",€3543 / m^2,3543,45.508706,9.2003508
€ 830.000,140 m²,"Quadrilocale via Plinio 46, Città Studi, Milano",€5929 / m^2,5929,45.4764353,9.21757
€ 850.000,160 m²,"Appartamento viale Teodorico, Sempione, Milano",€5312 / m^2,5312,45.4882639,9.1775386
€ 589.000,77 m²,"Bilocale via Michelangelo Buonarroti 4, Vercelli - Wagner, Milano",€7649 / m^2,7649,45.4673735,9.1555002
da € 418.500,da 76 m²,Appartamenti di nuova costruzione a Milano,€5507 / m^2,5507,41.9455546,10.0964158
€ 295.000,58 m²,"Bilocale via Grado 14, Turro, Milano",€5086 / m^2,5086,45.5005471,9.2197881
€ 3.600.000,228 m²,"Quadrilocale via Torino 1, Duomo, Milano",€15789 / m^2,15789,45.4613319,9.1847966
€ 645.000,81 m²,"Trilocale via Reggimento Savoia Cavalleria 10, Pagano, Milano",€7963 / m^2,7963,45.4727816,9.1633965
da € 290.500,da 65 m²,Appartamenti di nuova costruzione a Milano,€4469 / m^2,4469,41.9455546,11.6786466
€ 1.595.000,198 m²,"Appartamento via Giuseppe Dezza, Dezza, Milano",€8056 / m^2,8056,45.2216269,9.199774
€ 860.000,167 m²,"Quadrilocale viale dell'Innovazione 22, Bicocca, Milano",€5150 / m^2,5150,45.5156203,9.2142285
€ 520.000,80 m²,"Trilocale via Luigi Settembrini 41, Centrale, Milano",€6500 / m^2,6500,45.4811779,9.2053855
€ 383.000,85 m²,"Trilocale via Monti Sabini 26, Vigentino - Fatima, Milano",€4506 / m^2,4506,45.4287234,9.1999755
€ 1.240.000,115 m²,"Trilocale via Alserio 10, Zara, Milano",€10783 / m^2,10783,45.4907593,9.1859484
€ 1.250.000,130 m²,"Quadrilocale via Matteo Bandello, San Vittore, Milano",€9615 / m^2,9615,45.4637671,9.1666005
€ 861.000,132 m²,"Trilocale via Marco Ulpio Traiano, Certosa, Milano",€6523 / m^2,6523,45.4886343,9.1490772
€ 2.000.000,190 m²,"Appartamento viale Vittorio Veneto, Porta Venezia, Milano",€10526 / m^2,10526,45.4766645,9.2012049
€ 2.600.000,165 m²,"Appartamento viale Luigi Majno, Piave - Tricolore, Milano",€15758 / m^2,15758,45.4667686,9.2074095
€ 335.000,75 m²,"Trilocale via Novara 70, San Siro, Milano",€4467 / m^2,4467,45.4725085,9.1195262
€ 530.000,75 m²,"Trilocale via Giovanni da Procida 19/23, Sempione, Milano",€7067 / m^2,7067,45.4800317,9.161548
€ 1.200.000,210 m²,"Appartamento viale Teodorico, Sempione, Milano",€5714 / m^2,5714,45.4827614,9.1535039
€ 590.000,151 m²,"Trilocale via Mecenate 76, Viale Ungheria - Mecenate, Milano",€3907 / m^2,3907,45.4514381,9.249177
€ 870.000,140 m²,"Trilocale corso Cristoforo Colombo, Navigli - Darsena, Milano",€6214 / m^2,6214,45.4536576,9.1764523
€ 2.780.000,140 m²,"Quadrilocale via Conservatorio 30, Palestro, Milano",€19857 / m^2,19857,45.4692814,9.2025494
€ 1.220.000,135 m²,"Appartamento via Andrea Appiani, Porta Nuova, Milano",€9037 / m^2,9037,45.4765895,9.198639
€ 830.000,110 m²,"Quadrilocale via Giuseppe Ripamonti 2, Bocconi, Milano",€7545 / m^2,7545,45.4500038,9.193
€ 565.000,85 m²,"Bilocale via George Washington 85, Washington, Milano",€6647 / m^2,6647,45.4572558,9.1551467
€ 960.000,110 m²,"Trilocale via Pasquale Sottocorno, Piave - Tricolore, Milano",€8727 / m^2,8727,45.4667686,9.2074095
€ 315.000,60 m²,"Bilocale viale Molise 52, Molise - Cuoco, Milano",€5250 / m^2,5250,43.4498257,12.1133393
€ 590.000,90 m²,"Trilocale via George Washington 85, Washington, Milano",€6556 / m^2,6556,45.4572558,9.1551467
€ 490.000,55 m²,"Mansarda corso Magenta, Cadorna - Castello, Milano",€8909 / m^2,8909,45.4655989,9.1796639
€ 388.000,63 m²,"Bilocale via Degli Aldobrandini, San Siro, Milano",€6159 / m^2,6159,45.4822469,9.1511198
€ 330.000,110 m²,"Quadrilocale via Mecenate 25, Quartiere Forlanini, Milano",€3000 / m^2,3000,45.4556386,9.2453542
€ 2.350.000,201 m²,"Appartamento corso Italia, Carrobbio, Milano",€11692 / m^2,11692,45.466755,9.1866504
€ 1.098.000,170 m²,"Quadrilocale viale Emilio Caldara 11, Quadronno - Crocetta, Milano",€6459 / m^2,6459,45.4536033,9.2020115
€ 1.850.000,256 m²,"Attico via Francesco Restelli, Isola, Milano",€7227 / m^2,7227,45.4899407,9.1964528
€ 215.000,71 m²,"Bilocale via pietro boifava 14, Chiesa Rossa, Milano",€3028 / m^2,3028,45.4267893,9.174085
€ 1.198.000,225 m²,"Appartamento via Luigi Razza 3, Repubblica, Milano",€5324 / m^2,5324,45.4803006,9.2004613
€ 399.000,52 m²,"Bilocale via Donato Bramante 35, Paolo Sarpi, Milano",€7673 / m^2,7673,45.4811695,9.1748977
€ 230.000,60 m²,"Bilocale via Palmanova, 152, 20132 Milano Italia, Crescenzago, Milano",€3833 / m^2,3833,45.5085234,9.2516211
€ 980.300,165 m²,"Quadrilocale via Massimiano 6, Lambrate, Milano",€5941 / m^2,5941,45.4828939,9.244748
€ 179.000,63 m²,"Bilocale via Teano 10/1, Comasina, Milano",€2841 / m^2,2841,41.8904162,12.5443958
€ 420.000,64 m²,"Trilocale viale Monte Nero 22, Porta Romana - Medaglie d'Oro, Milano",€6562 / m^2,6562,45.4559013,9.20707
€ 649.000,120 m²,"Quadrilocale via Gianfranco Zuretti, Cascina dei Pomi, Milano",€5408 / m^2,5408,45.4914239,9.2064472
€ 1.340.000,187 m²,"Appartamento viale Gran Sasso, Città Studi, Milano",€7166 / m^2,7166,45.4794104,9.2221846
€ 1.990.000,240 m²,"Appartamento via Vincenzo Monti 79, Sempione, Milano",€8292 / m^2,8292,45.4763644,9.1617442
€ 1.895.000,240 m²,"Appartamento via Carlo Goldoni, Indipendenza, Milano",€7896 / m^2,7896,45.4730117,9.2103256
€ 1.180.000,115 m²,"Trilocale piazza Umanitaria, Guastalla, Milano",€10261 / m^2,10261,45.4573046,9.1989712
€ 665.000,95 m²,"Trilocale via Emanuele Filiberto 14, Sempione, Milano",€7000 / m^2,7000,45.485312,9.1576796
€ 595.000,140 m²,"Appartamento via Luigi Varanini 29, Pasteur, Milano",€4250 / m^2,4250,45.4860177,9.2132882
€ 860.000,80 m²,"Trilocale via Vincenzo Monti 56, Vincenzo Monti, Milano",€10750 / m^2,10750,45.4711776,9.1660487
€ 308.000,55 m²,"Bilocale via Ettore Ponti 32, Barona, Milano",€5600 / m^2,5600,45.4515204,9.1743768
€ 405.000,110 m²,"Trilocale via Fantasio Piccoli 5, Quinto Romano, Milano",€3682 / m^2,3682,45.4759144,9.0867686
€ 445.000,92 m²,"Trilocale via Varesina 76, Certosa, Milano",€4837 / m^2,4837,45.4982383,9.1450042
€ 1.590.000,166 m²,"Appartamento via Maestri Campionesi, Cadore, Milano",€9578 / m^2,9578,45.6030139,9.9484535
€ 1.860.000,210 m²,"Appartamento Galleria Buenos Aires, Morgagni, Milano",€8857 / m^2,8857,45.46494,9.2054566
€ 345.000,70 m²,"Bilocale via Varesina 76, Certosa, Milano",€4929 / m^2,4929,45.5013543,9.1414712
€ 369.000,80 m²,"Trilocale via peroni 72, Città Studi, Milano",€4612 / m^2,4612,45.4826423,9.2367093
€ 390.000,76 m²,"Bilocale via Stampa 4, Carrobbio, Milano",€5132 / m^2,5132,45.4646508,9.1624553
€ 598.000,130 m²,"Quadrilocale via CAMPIGLIO 6/B, Città Studi, Milano",€4600 / m^2,4600,45.4815807,9.2332505
"€ 2.700.000€ 2.850.000(-5,3%)",250 m²,"Appartamento corso Italia, Missori, Milano",€10800 / m^2,10800,45.4662255,9.1895727
"€ 465.000€ 495.000(-6,1%)",90 m²,"Trilocale piazzale Carlo Maciachini 11, Farini, Milano",€5167 / m^2,5167,45.4950295,9.1846935
€ 749.000,130 m²,"Quadrilocale via Cenisio 55, Cenisio, Milano",€5762 / m^2,5762,45.487544,9.1630278
€ 339.000,92 m²,"Trilocale via Angelo Rizzoli, 49, Crescenzago, Milano",€3685 / m^2,3685,45.5079566,9.2542968
€ 329.000,92 m²,"Trilocale via Isocrate 22, Gorla, Milano",€3576 / m^2,3576,45.5084049,9.2192631
€ 297.000,80 m²,"Trilocale via Ponte Nuovo 25, Ponte Nuovo, Milano",€3712 / m^2,3712,45.5083419,9.237717
€ 350.000,45 m²,"Bilocale via Gaetano Ronzoni, Ticinese, Milano",€7778 / m^2,7778,45.4622002,9.1853071
€ 1.400.000,130 m²,"Appartamento piazza Emilia, Indipendenza, Milano",€10769 / m^2,10769,45.4666327,9.2137102
€ 385.000,64 m²,"Bilocale via Amedeo d'Aosta 3, Città Studi, Milano",€6016 / m^2,6016,45.4761598,9.2181071
€ 269.000,70 m²,"Bilocale via Paolo Gerolamo Biumi 3, Ponte Nuovo, Milano",€3843 / m^2,3843,45.5057662,9.2344756
€ 670.000,120 m²,"Trilocale via pinturicchio 5, Città Studi, Milano",€5583 / m^2,5583,45.4758317,9.2208963
€ 725.000,99 m²,"Mansarda corso Giuseppe Garibaldi, Moscova, Milano",€7323 / m^2,7323,45.4756885,9.2056686
€ 850.000,175 m²,"Attico corso Buenos Aires 51, Buenos Aires, Milano",€4857 / m^2,4857,45.4789038,9.2104663
€ 495.000,119 m²,"Trilocale via astolfo 4, Città Studi, Milano",€4160 / m^2,4160,45.484278,9.2336389
€ 415.000,87 m²,"Trilocale via Carlo Fornara 3, Bande Nere, Milano",€4770 / m^2,4770,45.4611879,9.1340962
€ 2.800.000,270 m²,"Loft via Savona, Solari, Milano",€10370 / m^2,10370,45.4685412,9.196344
€ 467.000,120 m²,"Quadrilocale piazzale Siena 8, Piazzale Siena, Milano",€3892 / m^2,3892,45.4653396,9.1358942
€ 2.350.000,201 m²,"Appartamento corso Italia, Missori, Milano",€11692 / m^2,11692,45.4662255,9.1895727
€ 690.000,77 m²,"Bilocale via Vivaio 12, Palestro, Milano",€8961 / m^2,8961,45.470298,9.2030772
€ 2.000.000,190 m²,"Appartamento via Tommaso Agudio, Sempione, Milano",€10526 / m^2,10526,45.4844138,9.1642916
€ 240.000,79 m²,"Bilocale via Cesare Faccioli 12, Baggio, Milano",€3038 / m^2,3038,45.4616555,9.0921127
€ 1.390.000,195 m²,"Appartamento via Alessandro Pestalozza 16, Città Studi, Milano",€7128 / m^2,7128,45.4822674,9.2229843
€ 747.000,110 m²,"Quadrilocale viale Umbria 15, Porta Romana - Medaglie d'Oro, Milano",€6791 / m^2,6791,45.450703,9.2068967
€ 1.950.000,190 m²,"Appartamento via Dell'Ambrosiana, Duomo, Milano",€10263 / m^2,10263,45.4613915,9.1878164
€ 2.195.000,252 m²,"Appartamento via Vincenzo Monti 42, Vincenzo Monti, Milano",€8710 / m^2,8710,45.470747,9.1698091
€ 1.450.000,170 m²,"Quadrilocale via Domodossola 5, Sempione, Milano",€8529 / m^2,8529,45.4816393,9.1628831
€ 780.000,55 m²,"Attico via San Martino 15, Ticinese, Milano",€14182 / m^2,14182,45.4532656,9.189917
€ 1.220.000,130 m²,"Quadrilocale via Iginio Ugo Tarchetti, Porta Nuova, Milano",€9385 / m^2,9385,45.4769036,9.1966749
€ 970.000,155 m²,"Appartamento via Santa Croce 8, Ticinese, Milano",€6258 / m^2,6258,45.4560959,9.1835789
€ 420.000,55 m²,"Bilocale via Gerolamo Tiraboschi 19, Porta Romana - Medaglie d'Oro, Milano",€7636 / m^2,7636,45.4535025,9.2090934
€ 830.000,115 m²,"Trilocale via Cornelio Tacito 12, Lodi - Brenta, Milano",€7217 / m^2,7217,45.4479699,9.2190903
€ 330.000,45 m²,"Bilocale via Plinio 72, Città Studi, Milano",€7333 / m^2,7333,45.4786743,9.2227979
€ 748.000,105 m²,"Quadrilocale via Panfilo Castaldi 4, Repubblica, Milano",€7124 / m^2,7124,45.478201,9.1989914
€ 1.150.000,144 m²,"Trilocale via George Washington 79, Washington, Milano",€7986 / m^2,7986,45.4640709,9.155303
€ 690.000,96 m²,"Trilocale via Felice Casati 27, Repubblica, Milano",€7188 / m^2,7188,45.4785333,9.2042207
€ 790.000,115 m²,"Trilocale via alessandro tadino 15, Buenos Aires, Milano",€6870 / m^2,6870,45.4803955,9.2088551
€ 4.400.000,400 m²,"Appartamento via Antonio Canova, Arco della Pace, Milano",€11000 / m^2,11000,45.4756927,9.1724514
€ 330.000,55 m²,"Bilocale via Stresa 3, Maggiolina, Milano",€6000 / m^2,6000,45.4912996,9.197981
€ 890.000,110 m²,"Trilocale via Piacenza 9, Porta Romana - Medaglie d'Oro, Milano",€8091 / m^2,8091,45.4506986,9.2031765
€ 370.000,73 m²,"Trilocale via Casoretto 37, Casoretto, Milano",€5068 / m^2,5068,45.4904513,9.2287817
€ 250.000,63 m²,"Bilocale via Cascina Barocco 22/A, San Carlo, Milano",€3968 / m^2,3968,45.462271,9.1085425
€ 305.000,54 m²,"Bilocale via Giovanni Livraghi, Precotto, Milano",€5648 / m^2,5648,45.5162244,9.2207115
da € 495.000,da 77 m²,Appartamenti di nuova costruzione a Milano,€6429 / m^2,6429,41.9455546,11.6786466
€ 410.000,53 m²,"Bilocale viale Abruzzi 16, Città Studi, Milano",€7736 / m^2,7736,45.4758447,9.2174094
€ 1.890.000,200 m²,"Appartamento corso Vercelli, Vercelli - Wagner, Milano",€9450 / m^2,9450,45.4656727,9.1568726
€ 565.000,120 m²,"Trilocale viale Sarca 326, Bignami - Ponale, Milano",€4708 / m^2,4708,45.5248293,9.2143509
€ 239.000,50 m²,"Monolocale via Paravia 37, San Siro, Milano",€4780 / m^2,4780,45.4721393,9.1317861
€ 850.000,218 m²,"Terratetto plurifamiliare via Teramo, Cantalupa - San Paolo, Milano",€3899 / m^2,3899,45.4343677,9.1537435
da € 205.000,da 45 m²,Appartamenti di nuova costruzione a Milano,€4556 / m^2,4556,41.9455546,11.6786466
€ 295.000,65 m²,"Bilocale via Faravelli 10, Sempione, Milano",€4538 / m^2,4538,45.4813192,9.1624454
€ 210.000,70 m²,"Bilocale via Giovanni Della Casa 9/7, Certosa, Milano",€3000 / m^2,3000,45.4950739,9.1354334
€ 2.100.000,352 m²,"Terratetto unifamiliare via Sebastiano De Albertis, Plebisciti - Susa, Milano",€5966 / m^2,5966,45.4648213,9.2206389
€ 427.500,69 m²,"Bilocale via Pier Paolo Pasolini, Cascina Merlata - Musocco, Milano",€6196 / m^2,6196,45.50979,9.1032126
€ 360.000,115 m²,"Trilocale via Mambretti 32, Quarto Oggiaro, Milano",€3130 / m^2,3130,45.5097032,9.1312497
€ 411.000,70 m²,"Bilocale via Pier Paolo Pasolini, Cascina Merlata - Musocco, Milano",€5871 / m^2,5871,45.5094144,9.1029024
€ 869.000,117 m²,"Attico via Pier Paolo Pasolini 2, Cascina Merlata - Musocco, Milano",€7427 / m^2,7427,45.5082854,9.1034617
€ 1.190.000,150 m²,"Appartamento corso Italia, Missori, Milano",€7933 / m^2,7933,45.4662255,9.1895727
€ 409.000,70 m²,"Bilocale via Pier Paolo Pasolini, Cascina Merlata - Musocco, Milano",€5843 / m^2,5843,45.50979,9.1032126
€ 728.000,132 m²,"Quadrilocale via Marco Ulpio Traiano, Certosa, Milano",€5515 / m^2,5515,45.4887348,9.1485081
€ 470.000,120 m²,"Quadrilocale via Gastone da Foix 6, Vigentino - Fatima, Milano",€3917 / m^2,3917,45.4262543,9.2011748
€ 651.500,112 m²,"Trilocale via Pier Paolo Pasolini, Cascina Merlata - Musocco, Milano",€5817 / m^2,5817,45.5091452,9.1032535
€ 624.500,101 m²,"Trilocale via Pier Paolo Pasolini, Cascina Merlata - Musocco, Milano",€6183 / m^2,6183,45.509073,9.1033176
€ 662.000,108 m²,"Trilocale via Pier Paolo Pasolini, Cascina Merlata - Musocco, Milano",€6130 / m^2,6130,45.509073,9.1033176
€ 583.900,110 m²,"Trilocale viale Aretusa 31, Gambara, Milano",€5308 / m^2,5308,45.4668418,9.1374678
€ 164.000,37 m²,"Bilocale via della Chiesa Rossa, Chiesa Rossa, Milano",€4432 / m^2,4432,45.4230115,9.1725815
da € 354.900,da 64 m²,Appartamenti di nuova costruzione a Milano,€5545 / m^2,5545,41.8313076,12.3031961
€ 379.000,139 m²,"Trilocale via Fratelli Gorlini, Trenno, Milano",€2727 / m^2,2727,45.4903795,9.1012541
€ 369.000,95 m²,"Trilocale via Jacopino da Tradate, Certosa, Milano",€3884 / m^2,3884,45.5019697,9.1248291
€ 210.000,45 m²,"Monolocale via Simone Schiaffino 21, Bovisa, Milano",€4667 / m^2,4667,45.5064784,9.1662878
€ 330.000,135 m²,"Quadrilocale via Bramantino 9, Certosa, Milano",€2444 / m^2,2444,45.4924411,9.1528228
da € 205.000,da 40 m²,Appartamenti e Ville a schiera di nuova costruzione a Milano,€5125 / m^2,5125,45.4627338,9.1777323
€ 510.000,113 m²,"Quadrilocale via Nino Oxilia, Pasteur, Milano",€4513 / m^2,4513,45.4920449,9.2140307
€ 890.000,230 m²,"Appartamento via Alessandro Arosio 4, San Siro, Milano",€3870 / m^2,3870,45.4764375,9.1212974
€ 385.000,108 m²,"Trilocale via Palmaria 9, Affori, Milano",€3565 / m^2,3565,45.5154805,9.1768106
€ 590.000,171 m²,"Appartamento viale Ca' Granda 2, Ca' Granda, Milano",€3450 / m^2,3450,45.506838,9.199758
€ 590.000,65 m²,"Bilocale via Piero Maroncelli 5, Garibaldi - Corso Como, Milano",€9077 / m^2,9077,45.4822893,9.1853413
€ 185.000,39 m²,"Monolocale via Simone Schiaffino 21, Bovisa, Milano",€4744 / m^2,4744,45.5064784,9.1662878
€ 2.250.000,280 m²,"Villa unifamiliare largo Rio De Janeiro, Città Studi, Milano",€8036 / m^2,8036,45.4734205,9.2233662
€ 450.000,56 m²,"Bilocale via Panfilo Castaldi, Porta Venezia, Milano",€8036 / m^2,8036,45.4750958,9.2074136
da € 580.000,da 78 m²,Appartamenti di nuova costruzione a Milano,€7436 / m^2,7436,41.9455546,11.6786466
€ 383.000,85 m²,"Bilocale via Gianfranco Malipiero 12, Viale Ungheria - Mecenate, Milano",€4506 / m^2,4506,45.4495012,9.2497084
da € 285.000,da 50 m²,Appartamenti di nuova costruzione a Milano,€5700 / m^2,5700,42.1580306,12.4949324
da € 708.000,da 85 m²,Appartamenti di nuova costruzione a Milano,€8329 / m^2,8329,41.9455546,11.6786466
da € 849.000,da 95 m²,Attici e Appartamenti di nuova costruzione a Milano,€8937 / m^2,8937,45.4650849,9.1704932
€ 829.000,142 m²,"Appartamento via Gianfranco Malipiero 12, Viale Ungheria - Mecenate, Milano",€5838 / m^2,5838,45.4163191,9.2129445
€ 880.000,131 m²,"Trilocale via Benedetto Marcello 38, Buenos Aires, Milano",€6718 / m^2,6718,45.4804935,9.20746
€ 549.000,85 m²,"Quadrilocale viale Tibaldi 14, Pezzotti - Meda, Milano",€6459 / m^2,6459,45.4418088,9.1829041
€ 295.000,55 m²,"Bilocale via Casoretto 60, Casoretto, Milano",€5364 / m^2,5364,45.4865504,9.228336
€ 1.030.000,143 m²,"Quadrilocale piazza 8 Novembre 3, Morgagni, Milano",€7203 / m^2,7203,45.4749315,9.2114398
€ 580.000,87 m²,"Bilocale via Brembo 3, Lodi - Brenta, Milano",€6667 / m^2,6667,45.445658,9.2131335
€ 368.000,95 m²,"Trilocale via Rovereto 12, Rovereto, Milano",€3874 / m^2,3874,45.4954431,9.2198251
€ 290.000,77 m²,"Trilocale via Ermenegildo Cantoni 5, Certosa, Milano",€3766 / m^2,3766,45.5056434,9.1350209
€ 420.000,95 m²,"Trilocale via Gaetana Agnesi 15, Porta Romana - Medaglie d'Oro, Milano",€4421 / m^2,4421,45.450848,9.2022469
€ 290.800,64 m²,"Bilocale via Caduti in Missione di Pace, Rubattino, Milano",€4544 / m^2,4544,45.4782605,9.2507646
€ 350.000,45 m²,"Monolocale via Coluccio Salutati 6, Vercelli - Wagner, Milano",€7778 / m^2,7778,45.4636957,9.1599134
€ 413.000,72 m²,"Bilocale via Marcello Nizzoli 8, Bande Nere, Milano",€5736 / m^2,5736,45.4595299,9.1346136
€ 797.000,170 m²,"Appartamento piazzale Brescia 1, San Siro, Milano",€4688 / m^2,4688,45.4697344,9.1448534
€ 688.000,108 m²,"Trilocale viale Aretusa 31, Gambara, Milano",€6370 / m^2,6370,45.4668418,9.1374678
€ 235.000,62 m²,"Bilocale via Carlo Boncompagni, Bologna - Sulmona, Milano",€3790 / m^2,3790,43.7786299,11.5072299
€ 470.000,60 m²,"Bilocale via Azzo Carbonera 3, Porta Vittoria, Milano",€7833 / m^2,7833,45.4604232,9.2300742
€ 385.000,66 m²,"Bilocale piazza Giorgio Simone Ohm, Barona, Milano",€5833 / m^2,5833,45.4429316,9.1479635
€ 335.000,65 m²,"Bilocale via Sebino 3, Martini - Insubria, Milano",€5154 / m^2,5154,45.4518901,9.2207961
€ 300.000,90 m²,"Trilocale via Giuseppe Monti, Muggiano, Milano",€3333 / m^2,3333,45.4625145,9.1167537
da € 225.000,da 51 m²,Appartamenti di nuova costruzione a Milano,€4412 / m^2,4412,41.9455546,11.6786466
€ 849.000,98 m²,"Trilocale via Giovanni Rasori, 2, 20145 Milano Italia, Vercelli - Wagner, Milano",€8663 / m^2,8663,45.3831035,8.7773364
€ 498.000,136 m²,"Trilocale via Mac Mahon 75, Ghisolfa - Mac Mahon, Milano",€3662 / m^2,3662,45.4893166,9.1636448
€ 225.000,56 m²,"Bilocale via Padova 82, Parco Trotter, Milano",€4018 / m^2,4018,45.4934555,9.2262362
€ 1.350.000,102 m²,"Bilocale via Vincenzo Capelli 5, Garibaldi - Corso Como, Milano",€13235 / m^2,13235,45.4827516,9.1879627
€ 567.000,92 m²,"Trilocale via Marcello Nizzoli 8, Bande Nere, Milano",€6163 / m^2,6163,45.4595299,9.1346136
"€ 490.000€ 530.000(-7,5%)",75 m²,"Mansarda C.so Lodi, 1, Porta Romana - Medaglie d'Oro, Milano",€6533 / m^2,6533,45.4518859,9.2032973
da € 679.000,da 178 m²,Attici di nuova costruzione a Milano,€3815 / m^2,3815,45.4814279,9.1602144
€ 1.080.000,140 m²,"Quadrilocale via Cenisio 55, Cenisio, Milano",€7714 / m^2,7714,45.487544,9.1630278
da € 695.000,da 106 m²,Attici e Appartamenti di nuova costruzione a Milano,€6557 / m^2,6557,45.4650849,9.1704932
"€ 980.000€ 1.070.000(-8,4%)",156 m²,"Quadrilocale via Monte Rosa 51, Monte Rosa - Lotto, Milano",€6282 / m^2,6282,45.4484225,9.1133157
€ 1.062.000,164 m²,"Quadrilocale via Marcello Nizzoli 8, Bande Nere, Milano",€6476 / m^2,6476,45.4595299,9.1346136
da € 391.000,da 71 m²,Appartamenti di nuova costruzione a Milano,€5507 / m^2,5507,41.9455546,10.0964158
€ 595.000,108 m²,"Trilocale via Ronchi 2, Udine, Milano",€5509 / m^2,5509,45.4885254,9.2369839
€ 280.000,55 m²,"Bilocale via Fiuggi 2, Istria, Milano",€5091 / m^2,5091,45.5031983,9.1937845
€ 435.000,60 m²,"Bilocale via Ippolito Rosellini 2, Isola, Milano",€7250 / m^2,7250,45.48329,9.1998295
da € 400.000,da 73 m²,Appartamenti e Attici di nuova costruzione a Milano,€5479 / m^2,5479,45.4627338,9.1777323
€ 250.000,50 m²,"Monolocale via Arena 35, Ticinese, Milano",€5000 / m^2,5000,45.4535266,9.1769836
€ 270.000,70 m²,"Bilocale via Mecenate 5, Quartiere Forlanini, Milano",€3857 / m^2,3857,45.4752939,9.2345673
€ 498.000,90 m²,"Trilocale via Giuseppe Edoardo Arimondi 55, Ghisolfa - Mac Mahon, Milano",€5533 / m^2,5533,45.4933998,9.1587863
€ 420.000,70 m²,"Trilocale via Abbadesse 48, Zara, Milano",€6000 / m^2,6000,45.4929413,9.1942966
€ 428.000,82 m²,"Trilocale via Antonio Rosmini, 8, 20154 Milano Italia, Paolo Sarpi, Milano",€5220 / m^2,5220,45.484215,9.1725857
€ 710.000,148 m²,"Appartamento viale Caterina da Forlì 4, Gambara, Milano",€4797 / m^2,4797,45.4646608,9.1435226
€ 1.850.000,184 m²,"Appartamento via Alberto da Giussano 21, Pagano, Milano",€10054 / m^2,10054,45.4694646,9.1622485
€ 960.000,110 m²,"Quadrilocale via Guglielmo Silva 16, Monte Rosa - Lotto, Milano",€8727 / m^2,8727,45.4765316,9.1506848
€ 990.000,130 m²,"Quadrilocale viale Beatrice d'Este 44, Bocconi, Milano",€7615 / m^2,7615,45.4516938,9.1955935
€ 395.000,55 m²,"Bilocale viale Emilio Caldara 6, Porta Romana - Medaglie d'Oro, Milano",€7182 / m^2,7182,45.4531127,9.2025768
€ 370.000,78 m²,"Quadrilocale viale Enrico Forlanini 50, Quartiere Forlanini, Milano",€4744 / m^2,4744,45.461408,9.2437686
da € 184.940,da 50 m²,Appartamenti di nuova costruzione a Milano,€3699 / m^2,3699,41.9455546,11.6786466
€ 285.000,50 m²,"Bilocale via Mario Morgantini 11, San Siro, Milano",€5700 / m^2,5700,45.4697848,9.1341024
€ 1.180.000,115 m²,"Quadrilocale piazza Umanitaria 2, Guastalla, Milano",€10261 / m^2,10261,45.4587786,9.2006176
€ 3.600.000,330 m²,"Appartamento via San Pio V 2, Sant'Ambrogio, Milano",€10909 / m^2,10909,45.4617537,9.1781459
da € 318.500,da 56 m²,Appartamenti di nuova costruzione a Milano,€5688 / m^2,5688,42.1580306,12.4949324
€ 230.000,47 m²,"Bilocale via Marcantonio dal Re 2, Certosa, Milano",€4894 / m^2,4894,45.4952307,9.1474218
